sr,Locality_Name,"Post_
Code",Municipality_Name,"Ward_
Name",LGA,District_Name,"District_
Code","Region_
Name","Region_
Code"
822,Condah,3303,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
823,Condah,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
824,Condah Swamp,3286,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
825,Congupna,3633,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
826,Connewarre,3227,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8
827,Connewarre,3227,Greater Geelong City Council,Bellarine,50601,South Barwon,76,Western Victoria,8
828,Connewarre,3227,Surf Coast Shire Council,Winchelsea,50104,South Barwon,76,Western Victoria,8
829,Connewirricoo,3318,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
830,Coojar,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
831,Coolaroo,3048,Hume City Council,Meadow Valley,54803,Broadmeadows,12,Northern Metropolitan,3
832,Cooma,3616,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
833,Coomboona,3629,Greater Shepparton City Council,Unsubdivided,52501,Murray Plains,57,Northern Victoria,4
834,Coomboona,3629,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
835,Coomoora,3461,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
836,Coomoora,3461,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
837,Coongulla,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
838,Coonooer Bridge,3477,Buloke Shire Council,Lower Avoca,57101,Ripon,72,Western Victoria,8
839,Coonooer Bridge,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
840,Coonooer West,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
841,Cooriemungle,3268,Corangamite Shire Council,Coastal,51602,Polwarth,67,Western Victoria,8
842,Cope Cope,3480,Buloke Shire Council,Mount Jeffcott,57103,Ripon,72,Western Victoria,8
843,Cope Cope,3480,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
844,Cora Lynn,3814,Cardinia Shire Council,Bunyip,54302,Narracan,58,Eastern Victoria,2
845,Cora Lynn,3814,Cardinia Shire Council,Westernport,54309,Narracan,58,Eastern Victoria,2
846,Corack,3480,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
847,Corack East,3480,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
848,Coragulac,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
849,Coral Bank,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
850,Corindhap,3352,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
851,Corinella,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
852,Corio,3214,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
853,Corndale,3311,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
854,Cornella,3551,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
855,Cornella,3551,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4
856,Cornishtown,3683,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
857,Coronet Bay,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
858,Corop,3559,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
859,Corop,3559,Campaspe Shire Council,Rochester,52303,Murray Plains,57,Northern Victoria,4
860,Corop,3559,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4
861,Cororooke,3254,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
862,Corringle,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
863,Corryong,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
864,Corunnun,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
865,Cosgrove,3631,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
866,Cosgrove South,3631,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
867,Cosgrove South,3631,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
868,Costerfield,3523,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4
869,Cotswold,3465,Central Goldfields Shire Council,Tullaroop,56304,Ripon,72,Western Victoria,8
870,Cottles Bridge,3099,Nillumbik Shire Council,Bunjil,55802,Eildon,24,Northern Victoria,4
871,Cottles Bridge,3099,Nillumbik Shire Council,Bunjil,55802,Yan Yean,87,Northern Victoria,4
872,Cowangie,3506,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
873,Cowes,3922,Bass Coast Shire Council,Island,53402,Bass,3,Eastern Victoria,2
874,Cowleys Creek,3268,Corangamite Shire Council,Coastal,51602,Polwarth,67,Western Victoria,8
875,Cowleys Creek,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
876,Cowwarr,3857,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
877,Cowwarr,3857,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
878,Cowwarr,3857,Wellington Shire Council,Northern,53903,Morwell,54,Eastern Victoria,2
879,Craigie,3465,Central Goldfields Shire Council,Tullaroop,56304,Ripon,72,Western Victoria,8
880,Craigieburn,3064,Hume City Council,Aitken,54801,Yuroke,88,Northern Metropolitan,3
881,Craigieburn,3064,Hume City Council,Meadow Valley,54803,Yuroke,88,Northern Metropolitan,3
882,Cranbourne,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
883,Cranbourne,3977,Casey City Council,Mayfield,54404,Cranbourne,21,South-Eastern Metropolitan,5
884,Cranbourne East,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
885,Cranbourne East,3977,Casey City Council,Edrington,54402,Cranbourne,21,South-Eastern Metropolitan,5
886,Cranbourne East,3977,Casey City Council,Mayfield,54404,Cranbourne,21,South-Eastern Metropolitan,5
887,Cranbourne North,3977,Casey City Council,Mayfield,54404,Cranbourne,21,South-Eastern Metropolitan,5
888,Cranbourne North,3977,Casey City Council,Springfield,54406,Cranbourne,21,South-Eastern Metropolitan,5
889,Cranbourne South,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
890,Cranbourne South,3977,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
891,Cranbourne West,3977,Casey City Council,Mayfield,54404,Cranbourne,21,South-Eastern Metropolitan,5
892,Creek Junction,3669,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
893,Creek View,3558,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
894,Creightons Creek,3666,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
895,Cremorne,3121,Yarra City Council,Melba,51302,Richmond,70,Northern Metropolitan,3
896,Cressy,3322,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
897,Cressy,3322,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
898,Cressy,3322,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8
899,Creswick,3363,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
900,Creswick,3363,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
901,Creswick North,3363,Hepburn Shire Council,Cameron,56402,Ripon,72,Western Victoria,8
902,Creswick North,3363,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
903,Crib Point,3919,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,37,Eastern Victoria,2
904,Crooked River,3862,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
905,Cross Roads,3373,Pyrenees Shire Council,Beaufort,51902,Ripon,72,Western Victoria,8
906,Cross Roads,3373,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8
907,Crossley,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
908,Crossover,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
909,Crowlands,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
910,Crowlands,3377,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
911,Crowlands,3377,Pyrenees Shire Council,De Cameron,51903,Ripon,72,Western Victoria,8
912,Croxton East,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
913,Croydon,3136,Maroondah City Council,Barngeong,55301,Croydon,22,Eastern Metropolitan,1
914,Croydon,3136,Maroondah City Council,Bungalook,55302,Croydon,22,Eastern Metropolitan,1
915,Croydon,3136,Maroondah City Council,McAlpin,55304,Croydon,22,Eastern Metropolitan,1
916,Croydon,3136,Maroondah City Council,Tarralla,55305,Croydon,22,Eastern Metropolitan,1
917,Croydon,3136,Maroondah City Council,Wicklow,55306,Croydon,22,Eastern Metropolitan,1
918,Croydon,3136,Maroondah City Council,Yarrunga,55309,Croydon,22,Eastern Metropolitan,1
919,Croydon Hills,3136,Maroondah City Council,Yarrunga,55309,Croydon,22,Eastern Metropolitan,1
920,Croydon Hills,3136,Maroondah City Council,Yarrunga,55309,Warrandyte,83,Eastern Metropolitan,1
921,Croydon North,3136,Maroondah City Council,Barngeong,55301,Croydon,22,Eastern Metropolitan,1
922,Croydon South,3136,Maroondah City Council,Tarralla,55305,Croydon,22,Eastern Metropolitan,1
923,Croydon South,3136,Maroondah City Council,Tarralla,55305,Ringwood,71,Eastern Metropolitan,1
924,Crymelon,3393,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8
925,Crymelon,3393,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
926,Cudgee,3265,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
927,Cudgewa,3705,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
928,Culgoa,3530,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
929,Culla,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
930,Cullen,3568,Gannawarra Shire Council,Patchell,57203,Murray Plains,57,Northern Victoria,4
931,Cullen,3568,Gannawarra Shire Council,Yarran,57204,Murray Plains,57,Northern Victoria,4
932,Cullulleraine,3496,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
933,Cundare,3251,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
934,Cundare North,3251,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
935,Cundare North,3251,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
936,Curdies River,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
937,Curdievale,3268,Corangamite Shire Council,Coastal,51602,Polwarth,67,Western Victoria,8
938,Curdievale,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
939,Curdievale,3268,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
940,Curlewis,3222,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8
941,Curyo,3483,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
942,Dadswells Bridge,3385,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
943,Dadswells Bridge,3385,Northern Grampians Shire Council,South West,57403,Lowan,44,Western Victoria,8
944,Daisy Hill,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
945,Dales Creek,3341,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4
946,Dallas,3047,Hume City Council,Meadow Valley,54803,Broadmeadows,12,Northern Metropolitan,3
947,Dalmore,3981,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
948,Daltons Bridge,3568,Gannawarra Shire Council,Yarran,57204,Murray Plains,57,Northern Victoria,4
949,Dalyenong,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
950,Dalyston,3992,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
951,Dandenong,3175,Greater Dandenong City Council,Cleeland,54701,Dandenong,23,South-Eastern Metropolitan,5
952,Dandenong,3175,Greater Dandenong City Council,Dandenong,54702,Dandenong,23,South-Eastern Metropolitan,5
953,Dandenong,3175,Greater Dandenong City Council,Yarraman,54711,Dandenong,23,South-Eastern Metropolitan,5
954,Dandenong North,3175,Greater Dandenong City Council,Cleeland,54701,Dandenong,23,South-Eastern Metropolitan,5
955,Dandenong North,3175,Greater Dandenong City Council,Dandenong North,54703,Dandenong,23,South-Eastern Metropolitan,5
956,Dandenong North,3175,Greater Dandenong City Council,Noble Park North,54707,Dandenong,23,South-Eastern Metropolitan,5
957,Dandenong North,3175,Greater Dandenong City Council,Noble Park North,54707,Mulgrave,56,South-Eastern Metropolitan,5
958,Dandenong South,3175,Greater Dandenong City Council,Dandenong,54702,Carrum,18,South-Eastern Metropolitan,5
959,Dandenong South,3175,Greater Dandenong City Council,Dandenong,54702,Dandenong,23,South-Eastern Metropolitan,5
960,Dandongadale,3737,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4
961,Dargo,3862,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
962,Darley,3340,Moorabool Shire Council,East Moorabool,50402,Melton,48,Western Victoria,8
963,Darlimurla,3871,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2
964,Darlimurla,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
965,Darlington,3271,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
966,Darlington,3271,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
967,Darnum,3822,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
968,Darraweit Guim,3756,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
969,Darriman,3851,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
970,Dartmoor,3304,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
971,Dartmoor,3304,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
972,Dartmouth,3701,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
973,Dartmouth,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
974,Dawson,3858,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
975,Daylesford,3460,Hepburn Shire Council,Birch,56401,Macedon,45,Northern Victoria,4
976,Daylesford,3460,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
977,Daylesford,3460,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
978,Dean,3363,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
979,Deans Marsh,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
980,Deanside,3336,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
981,Deddick Valley,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
982,Dederang,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
983,Deep Lead,3385,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
984,Deep Lead,3385,Northern Grampians Shire Council,South West,57403,Ripon,72,Western Victoria,8
985,Deepdene,3103,Boroondara City Council,Cotham,50702,Kew,40,Southern Metropolitan,6
986,Deepdene,3103,Boroondara City Council,Maling,50707,Kew,40,Southern Metropolitan,6
987,Deer Park,3023,Brimbank City Council,Grasslands,54201,Kororoit,42,Western Metropolitan,7
988,Delacombe,3356,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
989,Delacombe,3356,Ballarat City Council,South,50303,Wendouree,84,Western Victoria,8
990,Delahey,3037,Brimbank City Council,Taylors,54204,Sydenham,80,Western Metropolitan,7
991,Delatite,3723,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
992,Delburn,3871,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
993,Delburn,3871,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2
994,Delburn,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
995,Delegate River,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
996,Denicull Creek,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
997,Denison,3858,Wellington Shire Council,Northern,53903,Gippsland South,36,Eastern Victoria,2
998,Dennington,3280,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
999,Dennington,3280,Warrnambool City Council,Unsubdivided,52101,South-West Coast,77,Western Victoria,8
1000,Denver,3461,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
1001,Derby,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8
1002,Dereel,3352,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
1003,Dergholm,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
1004,Dergholm,3312,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
1005,Derrimut,3026,Brimbank City Council,Harvester,54202,Kororoit,42,Western Metropolitan,7
1006,Derrinal,3523,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4
1007,Derrinallum,3325,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8
1008,Devenish,3726,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
1009,Devils River,3714,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4
1010,Devon Meadows,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5
1011,Devon Meadows,3977,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
1012,Devon North,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
1013,Dewhurst,3808,Cardinia Shire Council,Beacon Hills,54301,Gembrook,34,Eastern Victoria,2
1014,Dhurringile,3610,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
1015,Diamond Creek,3089,Nillumbik Shire Council,Blue Lake,55801,Yan Yean,87,Northern Victoria,4
1016,Diamond Creek,3089,Nillumbik Shire Council,Bunjil,55802,Yan Yean,87,Northern Victoria,4
1017,Diamond Creek,3089,Nillumbik Shire Council,Edendale,55803,Eltham,25,Eastern Metropolitan,1
1018,Diamond Creek,3089,Nillumbik Shire Council,Edendale,55803,Yan Yean,87,Northern Victoria,4
